Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	SPD	SPD	CDU	CDU	CDU	CSU	FDP	FDP	GRÜNE	GRÜNE	ASD	ASD	B P	B P	C.B.V.	C.B.V.	ZENTRUM	ZENTRUM	MUENDIGE	MUENDIGE	FRAUEN	FRAUEN	FAP	FAP	MLPD	MLPD	NPD	NPD	OE D P	OE D P	PATRIOTEN	PATRIOTEN	FAMILIE	SOLIDARITAET	F S U	H P	U A P	Übrige
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
																																														
173	BACKNANG – SCHWAEBISCH GMUEND	BW	155706	128379	1718	1286	126661	127093	41000	38207	68164	59139	0	0	6186	15028	10774	12173	0	0	0	0	0	0	0	239	0	167	0	404	0	0	0	94	0	1163	0	415	0	64	0	0	0	0	0	537
174	AALEN – HEIDENHEIM	BW	207810	175336	3399	2127	171937	173209	59327	55722	91004	84649	0	0	7577	15997	13141	14107	0	0	0	0	0	0	0	211	0	194	0	420	0	0	0	79	0	1200	0	557	0	73	0	0	0	0	0	888
175	KARLSRUHE-STADT	BW	197498	159209	2103	1635	157106	157574	53967	50212	74873	67706	0	0	7646	17826	17986	19128	0	0	0	0	0	0	0	120	0	176	0	304	0	0	0	119	1359	1393	0	488	159	102	0	0	0	0	0	1116
176	KARLSRUHE-LAND	BW	223256	188994	3763	3024	185231	185970	53318	52942	108089	97994	0	0	7161	16687	13860	14699	0	0	0	0	0	0	0	315	0	219	0	470	0	0	0	92	1818	1779	0	648	207	125	0	0	0	0	0	778
177	RASTATT	BW	242280	200306	3559	3118	196747	197188	52681	52412	114804	105229	0	0	11800	19683	14488	16350	0	0	0	0	0	0	0	180	611	391	0	452	0	0	0	53	1603	1646	0	720	0	72	0	0	0	0	0	760
178	HEIDELBERG	BW	184544	155979	2346	1802	153633	154177	57727	50700	67378	60923	0	0	7603	17138	18116	23005	0	0	0	0	0	0	0	134	0	160	0	360	0	0	0	61	1135	1105	0	522	107	69	0	0	0	0	0	1567
179	MANNHEIM I	BW	144825	116131	1384	1164	114747	114967	53679	49496	47102	42815	0	0	3462	9044	8419	11641	0	0	0	0	0	0	0	62	0	123	0	298	0	0	0	55	1082	1100	0	216	158	117	0	0	0	0	0	845
180	MANNHEIM II	BW	157492	135268	1781	1445	133487	133823	53509	47610	61802	55627	0	0	7089	15523	9231	13036	0	0	0	0	0	0	0	119	0	131	0	298	0	0	0	37	1066	1059	0	273	145	110	0	0	0	0	0	645
181	ODENWALD – TAUBER	BW	193671	162447	2841	2233	159606	160214	44592	42628	95924	88518	0	0	6383	14811	10437	11265	0	0	0	0	0	0	0	270	0	216	0	412	0	0	0	64	1420	1439	0	467	0	124	0	0	0	0	0	850
182	RHEIN-NECKAR	BW	167998	144298	2346	1908	141952	142390	48754	45354	70948	66508	0	0	8741	14719	11493	13315	0	0	0	0	0	0	0	141	0	153	0	347	0	0	0	49	1376	1349	0	395	0	60	0	0	0	0	0	640
183	PFORZHEIM	BW	199475	164819	2226	1902	162593	162917	55586	52372	79498	72358	0	0	9299	19109	14401	15196	0	0	0	0	0	0	0	270	0	205	0	336	0	0	0	55	1704	1722	1272	1233	0	61	0	0	0	0	0	833
184	CALW	BW	171661	140855	1951	1699	138904	139156	41740	36362	76215	69909	0	0	9317	18045	9210	11246	0	0	0	0	0	0	0	393	0	190	0	366	0	0	0	73	1930	1923	0	588	0	61	0	0	0	0	0	492
185	FREIBURG	BW	213055	178015	2584	1776	175431	176239	59678	51629	75758	66615	0	0	8730	20928	23191	32470	0	0	0	0	0	0	0	250	0	181	0	408	0	0	0	232	0	729	4028	2748	0	49	0	0	0	0	0	4046
186	LOERRACH – MUELLHEIM	BW	192660	155036	2595	2027	152441	153009	52655	49485	72464	66168	0	0	9324	17229	14682	16963	0	0	0	0	0	0	0	276	0	196	0	370	0	0	0	99	1102	1127	1225	1036	0	60	0	0	0	0	0	989
187	EMMENDINGEN – LAHR	BW	192513	157695	3322	2510	154373	155185	50941	48677	76195	72098	0	0	13113	16654	13480	15113	0	0	0	0	0	0	0	260	0	192	0	412	0	0	0	57	0	750	0	887	0	85	0	0	0	0	0	644
188	OFFENBURG	BW	178888	145287	2612	2431	142675	142856	41489	39605	83613	76070	0	0	5779	13150	9238	11654	0	0	0	0	0	0	0	168	0	191	0	306	0	0	0	38	850	946	802	669	0	59	0	0	0	0	0	904
189	ROTTWEIL – TUTTLINGEN	BW	178234	147476	2601	2267	144875	145209	39316	36979	81911	77151	0	0	10558	16171	9184	10085	0	0	0	0	0	0	0	320	0	206	0	640	0	0	0	43	3341	2835	0	707	0	72	0	0	0	0	0	565
190	SCHWARZWALD-BAAR	BW	142664	115807	1801	1421	114006	114386	30344	30712	64101	55730	0	0	6162	14026	10029	10356	0	0	0	0	0	0	0	146	0	140	0	338	0	0	0	63	2893	2403	0	390	115	82	0	0	0	0	0	362
191	KONSTANZ	BW	173005	139044	2517	1847	136527	137197	42531	36832	73997	65735	0	0	7256	16582	11831	15568	0	0	0	0	0	0	0	209	0	226	0	417	0	0	0	58	0	1067	0	445	0	58	0	0	0	0	0	912
192	WALDSHUT	BW	131481	105939	1797	1432	104142	104507	28667	26641	59730	53611	0	0	5598	12106	9666	10076	0	0	0	0	0	0	0	261	0	189	0	354	0	0	0	50	0	641	0	507	0	71	0	0	0	0	0	481
193	REUTLINGEN	BW	176961	148564	2660	1629	145904	146935	41666	41114	74533	68717	0	0	15772	19842	12964	14507	0	0	0	0	0	0	0	292	0	193	0	415	0	0	0	118	0	1165	0	503	0	69	0	0	0	0	0	969
194	TUEBINGEN	BW	153631	131249	2545	1242	128704	130007	51127	35531	64612	56667	0	0	6964	15697	0	19653	0	0	0	0	0	0	0	221	0	173	0	293	0	0	0	133	1112	1079	0	503	0	57	0	0	0	0	0	4889
195	ULM	BW	190436	159858	2339	1742	157519	158116	45823	43651	85171	78103	0	0	8503	17686	14187	14599	0	0	0	0	0	0	761	517	0	187	0	464	0	0	0	110	1952	1876	0	850	0	73	0	0	0	0	0	1122
196	BIBERACH	BW	198250	165171	3081	2328	162090	162843	26919	27521	109581	103241	0	0	6867	13775	14367	13421	0	0	0	0	0	0	1895	1452	0	220	0	478	0	0	0	85	1776	1503	0	1080	0	67	0	0	0	0	0	685
197	RAVENSBURG – BODENSEE	BW	216270	178025	3152	2185	174873	175840	40942	38863	100931	95617	0	0	11336	19433	16359	16746	0	0	0	0	0	0	0	730	0	279	0	576	0	0	0	84	1337	1262	3130	2163	0	87	0	0	0	0	0	838
198	ZOLLERNALB – SIGMARINGEN	BW	180486	148043	2353	1980	145690	146063	35629	32059	91371	84771	0	0	7712	15644	9142	10444	0	0	0	0	0	0	0	334	0	205	0	416	0	0	0	141	1379	1450	0	534	0	65	0	0	0	0	0	457
908	BADEN-WUERTTEMBERG	BW	6830771	5676772	88456	67799	5588316	5608973	1781563	1643202	2880622	2616971	0	0	339391	670924	454969	559440	0	0	0	0	0	0	2656	9954	611	7376	0	15441	164	0	0	3512	47386	54996	10457	24287	1617	2870	0	0	0	0	0	68880
																																														
199	ALTOETTING	BY	217919	179831	2450	1502	177381	178329	39579	36971	0	0	110461	109820	9555	14672	12648	12359	0	0	3494	1687	0	108	0	0	0	181	0	421	0	0	0	26	856	796	0	1208	0	80	0	0	0	0	0	788
200	FREISING	BY	221795	181053	4481	2405	176572	178648	38842	38285	0	0	110521	107395	8279	14639	16636	13945	0	0	0	1417	0	165	0	0	0	153	0	442	0	0	0	57	1109	886	0	1114	346	150	0	0	0	0	0	839
201	FUERSTENFELDBRUCK	BY	208901	174309	2332	1071	171977	173238	43622	41897	0	0	100417	94753	9827	17597	16598	15681	0	0	0	797	0	110	0	0	0	199	0	350	0	0	0	45	0	745	0	933	438	131	0	0	0	0	0	1075
202	INGOLSTADT	BY	202121	165465	1687	1743	163778	163722	43651	42201	0	0	105723	100582	4767	9698	7987	8664	0	0	0	467	0	116	0	0	0	116	0	290	0	0	0	35	861	754	0	661	228	138	0	0	0	0	0	561
203	MUENCHEN-MITTE	BY	131190	100316	948	448	99368	99868	36079	30045	0	0	39962	37439	6350	11125	15759	19395	0	0	0	380	0	56	0	0	0	123	0	260	0	0	0	26	0	463	0	486	197	70	0	0	0	0	0	1021
204	MUENCHEN-NORD	BY	177571	137954	1362	732	136592	137222	52341	45712	0	0	60496	56569	7534	14348	14502	17840	0	0	0	496	0	63	0	0	0	148	0	349	0	0	0	36	906	881	0	666	212	114	0	0	0	0	0	601
205	MUENCHEN-OST	BY	196560	155359	1664	809	153695	154550	52366	46753	0	0	71014	66966	12583	18276	16528	19496	0	0	0	687	0	105	0	0	0	159	0	374	0	0	0	33	0	807	0	773	426	121	0	0	0	0	0	778
206	MUENCHEN-SUED	BY	186028	149914	1778	694	148136	149220	52587	45418	0	0	65320	63966	14184	18988	14764	17862	0	0	0	664	0	87	0	0	0	167	0	386	0	0	0	33	0	825	0	699	498	125	0	0	0	0	0	783
207	MUENCHEN-WEST	BY	166980	134968	1274	681	133694	134287	45114	40325	0	0	64989	59117	7519	15413	14187	16730	0	0	0	536	0	92	0	0	0	152	0	297	0	0	0	25	906	765	0	726	217	109	0	0	0	151	0	611
208	MUENCHEN-LAND	BY	189225	161218	1482	831	159736	160387	44582	40352	0	0	81690	75682	14644	23671	15485	17112	0	0	0	630	0	59	0	0	0	177	0	337	0	0	0	20	921	774	1604	1486	144	87	0	0	0	0	0	666
209	ROSENHEIM	BY	182444	147560	2316	1084	145244	146476	35754	30650	0	0	89155	88330	7738	12226	9577	10664	0	0	0	1536	0	131	0	0	0	171	0	402	0	0	0	30	0	694	1892	1469	455	173	0	0	0	0	0	673
210	STARNBERG	BY	223674	187404	2026	1065	185378	186339	40067	37392	0	0	113598	105447	13972	23334	15625	15999	0	0	0	957	0	148	0	0	0	192	0	412	0	0	0	37	1240	1010	0	1264	397	147	0	0	0	0	0	479
211	TRAUNSTEIN	BY	183408	149452	2443	1271	147009	148181	31201	30218	0	0	93046	90503	8108	11706	14167	11398	0	0	0	1435	0	129	0	0	0	193	0	356	0	0	0	28	0	880	0	1283	0	52	0	0	0	0	0	487
212	WEILHEIM	BY	208695	170913	2491	1219	168422	169694	32774	34050	0	0	112945	106281	7316	14127	11211	11437	0	0	0	779	741	258	0	0	0	152	0	294	0	0	0	17	1008	831	1641	1326	243	142	0	0	0	0	0	543
213	DEGGENDORF	BY	136262	103280	1449	1967	101831	101313	20285	23397	0	0	58239	65575	1510	4737	3597	5189	0	0	0	594	0	107	0	0	0	164	0	313	0	0	0	33	455	636	0	522	0	46	0	0	0	0	0	17745
214	LANDSHUT	BY	201223	159683	3366	1667	156317	158016	37674	37841	0	0	89777	93885	13735	12130	10234	9876	0	0	0	769	0	126	0	0	0	153	0	370	0	0	0	26	1636	1211	2164	1466	330	163	0	0	0	0	0	767
215	PASSAU	BY	161845	125661	1674	1372	123987	124289	32186	32179	0	0	77188	74873	5854	7470	7667	7378	0	0	0	466	0	135	0	0	0	104	0	244	0	0	0	24	772	700	0	658	0	58	0	0	0	0	0	320
216	ROTTAL-INN	BY	139934	108414	1984	1335	106430	107079	24879	22686	0	0	69824	69312	4018	6598	6249	5811	0	0	0	662	0	99	0	0	0	118	0	266	0	0	0	22	917	771	0	615	293	119	0	0	0	0	0	250
217	STRAUBING	BY	154597	118887	1708	1292	117179	117595	26434	27371	0	0	79725	75691	3217	6528	5604	5280	0	0	0	447	0	247	0	0	0	111	0	215	0	0	0	27	786	744	952	840	148	94	0	0	0	0	0	313
218	AMBERG	BY	186373	156262	2281	1511	153981	154751	38303	40248	0	0	96553	92202	4856	9379	11861	9634	0	0	0	618	0	109	0	0	0	133	0	381	0	0	0	23	0	869	1484	1005	362	150	0	0	0	0	0	562
219	REGENSBURG	BY	203879	164111	2237	1490	161874	162621	45251	44332	0	0	92728	90700	5876	10553	12411	12824	0	0	1514	1068	0	89	0	0	0	115	0	291	0	0	0	34	923	841	2353	1618	384	156	0	0	0	0	0	434
220	SCHWANDORF	BY	196572	159227	2626	2014	156601	157213	54087	51470	0	0	87571	85134	4924	7652	7569	8793	0	0	0	712	0	916	0	0	0	133	0	368	0	0	0	21	0	607	1720	1262	319	145	0	0	0	0	0	411
221	WEIDEN	BY	166195	141358	2242	1548	139116	139810	47015	44121	0	0	80346	80396	4623	6579	5249	6202	0	0	0	321	0	68	0	0	0	86	0	255	0	0	0	26	0	590	1534	1074	202	92	0	0	0	0	0	147
222	BAMBERG	BY	198282	165487	1911	1222	163576	164265	40644	38090	0	0	104722	101630	5751	11056	10368	10302	0	0	0	506	0	99	0	0	0	151	0	391	0	0	0	57	1314	1108	0	802	0	73	0	0	0	0	0	777
223	BAYREUTH	BY	132894	108698	1435	939	107263	107759	35688	35503	0	0	61421	56885	2787	7394	5915	6286	0	0	0	220	0	51	0	0	0	63	0	210	0	0	0	18	869	739	0	321	0	69	0	0	0	0	0	583
224	COBURG	BY	160264	135346	1240	1294	134106	134052	61697	51595	0	0	63257	66911	3471	7681	4635	6257	0	0	0	142	0	40	0	0	0	90	0	162	0	0	0	51	727	868	0	209	0	46	0	0	0	0	0	319
225	HOF	BY	199428	162723	1636	1366	161087	161357	66503	65098	0	0	82924	77693	2844	7997	7300	8201	0	0	0	268	0	80	0	0	0	128	0	258	0	0	0	32	1093	1146	0	380	0	76	0	0	0	0	0	423
226	KULMBACH	BY	131665	110495	2158	975	108337	109520	34814	33422	0	0	64114	64120	3293	5367	4779	4830	0	0	0	263	0	61	0	0	0	81	0	165	0	0	0	32	987	869	0	257	0	53	0	0	0	0	0	350
227	ANSBACH	BY	149342	122439	1867	1233	120572	121206	33186	32101	0	0	70025	66594	6209	10939	8795	8748	0	0	0	314	0	66	0	0	0	125	0	292	0	0	0	33	1106	1128	0	743	225	123	0	0	0	0	0	1026
228	ERLANGEN	BY	238484	200745	1868	1355	198877	199390	67279	63555	0	0	94421	91589	17249	21154	16930	19543	0	0	0	310	0	83	0	0	0	229	0	403	0	0	0	67	1563	1460	0	817	310	180	0	0	0	0	0	1125
229	FUERTH	BY	244204	199673	1966	1489	197707	198184	70346	64422	0	0	101807	96077	9143	17202	13371	16216	0	0	0	421	0	82	0	0	0	238	0	443	0	0	0	52	2205	2080	0	804	0	147	0	0	0	0	0	835
230	NUERNBERG-NORD	BY	179080	144137	1270	826	142867	143311	54192	48527	0	0	66375	61181	6738	13526	12761	17077	0	0	0	223	0	73	0	0	0	200	0	257	0	0	0	76	1435	1344	0	674	237	153	0	0	0	0	0	1129
231	NUERNBERG-SUED	BY	178419	142771	1576	1080	141195	141691	57883	55641	0	0	63772	61320	5561	9420	10817	12138	0	0	0	250	0	48	0	0	0	206	0	330	0	0	0	66	1752	1556	0	530	283	186	0	0	0	0	0	1127
