Nr	Name	Land	Wahlberechtigte	Wähler	Ungültige	Ungültige	Gültige	Gültige	CDU	CDU	SPD	SPD	FDP	FDP	CSU	CSU	GRÜNE	GRÜNE	PDS	PDS	REP	REP	APD	APD	BP	BP	BüSo	BüSo	BSA	BSA	LIGA	LIGA	CM	CM	ZENTRUM	ZENTRUM	GRAUE	GRAUE	NATURGESETZ	NATURGESETZ	MLPD	MLPD	Tierschutz	Tierschutz	ödp	ödp	PBC	PBC	PASS	PASS	STATT Partei	STATT Partei	BGD	DKP	DSU	DVP	DEMOKRATEN	FBU	FSU	KPD	LD	UAP	Einzelbewerber
					Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Zweitstimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen	Erststimmen
1	Flensburg - Schleswig	SH	212186	168760	1673	1590	167087	167170	76171	67461	74308	70416	3720	11575	0	0	9841	13061	0	1614	1402	1378	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	766	882	593	0	38	0	0	0	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Nordfriesland - Dithmarschen-Nord	SH	169258	133381	1304	1256	132077	132125	63877	57572	53466	50937	4083	10965	0	0	8998	9551	0	956	1083	1004	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	363	0	20	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211
3	Steinburg - Dithmarschen-Süd	SH	162142	130369	1416	1361	128953	129008	61111	55602	54829	51848	3392	9138	0	0	7912	9098	0	1053	1360	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	351	0	28	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349
4	Rendsburg-Eckernförde	SH	200647	165099	1621	1452	163478	163647	76592	68775	69822	64463	4749	13035	0	0	9708	12837	0	1494	1499	1474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	651	664	528	0	24	0	0	444	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	Kiel	SH	190268	149583	1662	1304	147921	148279	51525	49244	78002	66012	4197	9166	0	0	12303	17715	0	2952	1675	1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	454	0	52	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0
6	Plön - Neumünster	SH	160140	128964	1756	1286	127208	127678	57319	52721	56064	53722	3745	8310	0	0	8607	9061	0	1391	1473	1300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	0	361	0	25	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Pinneberg	SH	216646	181288	1985	1367	179303	179921	80206	74188	74875	68310	6700	15097	0	0	14595	16229	0	2221	2332	2090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1083	0	430	0	31	0	0	0	242	0	0	0	0	0	0	0	347	0	0	0	0	248	0	0	0	0
8	Segeberg - Stormarn-Nord	SH	241055	196675	2427	1563	194248	195112	95539	85813	74426	71339	7101	15921	0	0	15025	15501	0	2180	0	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	0	508	0	28	0	0	1215	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	942
9	Ostholstein	SH	154611	124768	1369	1237	123399	123531	60627	54939	50908	48253	3119	8846	0	0	7083	8055	0	1065	1317	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	269	0	18	0	0	345	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	Herzogtum Lauenburg - Stormarn-Süd	SH	235117	197389	1931	1607	195458	195782	93851	85004	76199	69168	6720	16534	0	0	15560	18071	0	2252	3128	2668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1162	0	580	0	38	0	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	Lübeck	SH	171209	132575	2123	1671	130452	130904	55414	51048	59552	56323	3775	7449	0	0	10178	11174	0	1811	0	1683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	904	431	0	26	0	0	629	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	Schleswig-Holstein	SH	2113279	1708851	19267	15694	1689584	1693157	772232	702367	722451	670791	51301	126036	0	0	119810	140353	0	18989	15269	17731	1122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8188	2450	4868	0	328	0	0	2633	3506	0	0	0	0	0	0	0	347	0	0	0	0	467	0	0	0	1502
																																																															
12	Hamburg-Mitte	HH	162020	121127	1124	980	120003	120147	37899	35906	54112	50306	3434	6725	0	0	17242	18503	2689	4133	2299	2177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2226	1821	0	353	0	34	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
13	Hamburg-Altona	HH	170351	137562	1390	1129	136172	136433	54415	47177	55168	48583	3904	12179	0	0	18290	20589	0	3866	2119	2052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1526	1364	479	386	271	50	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	Hamburg-Eimsbüttel	HH	180307	146598	1067	970	145531	145628	52934	48750	59471	54527	5246	11146	0	0	21198	23047	2399	3900	1947	1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1935	1667	0	383	0	25	0	0	401	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	Hamburg-Nord	HH	203915	170574	1195	1059	169379	169515	69294	61904	58142	60325	5645	15851	0	0	31547	24126	1742	3297	1816	1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1361	784	538	0	26	0	0	409	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16	Hamburg-Wandsbek	HH	193764	156887	1270	1131	155617	155756	61705	57583	67004	63726	4699	10895	0	0	15050	15357	1802	2586	2715	2702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2642	2206	0	459	0	29	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	Hamburg-Bergedorf	HH	187362	145112	1353	1241	143759	143871	55018	52212	65364	62750	3843	8395	0	0	11905	12375	1689	2312	3294	3156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2329	1897	0	473	0	27	0	0	317	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	Hamburg-Harburg	HH	144193	112502	1340	1052	111162	111450	42809	39866	54267	49640	2716	5928	0	0	8223	9574	0	1902	3147	2822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1203	0	313	0	23	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902	Hamburg	HH	1241912	990362	8739	7562	981623	982800	374074	343398	413528	389857	29487	71119	0	0	123455	123571	10321	21996	17337	16582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10658	11519	1263	2905	271	214	0	0	1127	1639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102
																																																															
19	Aurich - Emden	NI	178189	141939	2671	1726	139268	140213	44462	41008	79580	78569	3638	8470	0	0	10084	8263	0	1205	0	1051	0	0	0	0	0	27	0	0	0	0	0	0	0	0	928	502	0	144	0	13	0	511	0	112	576	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	Unterems	NI	206610	164504	2048	1571	162456	162933	92184	78760	59863	63296	2175	9987	0	0	6315	7055	964	936	0	1144	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	418	0	135	0	18	0	449	474	240	481	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21	Friesland - Wilhelmshaven	NI	155643	123230	1475	1098	121755	122132	49864	45497	58321	56850	3184	8629	0	0	7166	7087	856	1094	1427	1446	0	0	0	0	0	16	0	0	0	0	0	0	0	0	937	648	0	164	0	27	0	530	0	66	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	Oldenburg - Ammerland	NI	229947	183210	1833	1418	181377	181792	68188	60812	84313	78676	10111	18312	0	0	14467	18110	2172	2437	0	1227	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1375	906	751	349	0	30	0	592	0	146	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Delmenhorst - Wesermarsch - Oldenburg-Land	NI	215771	171805	2187	1334	169618	170471	65189	60696	81941	77845	8377	15142	0	0	10371	11060	1486	1714	0	1768	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1779	998	0	220	0	16	0	670	475	204	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cuxhaven	NI	154262	125200	1256	925	123944	124275	55407	49952	56991	54231	3128	8795	0	0	6589	7365	0	1005	1829	1595	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	498	0	158	0	17	0	463	0	83	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	Stade - Rotenburg I	NI	201540	163678	1501	1236	162177	162442	77765	69125	66988	62980	6679	13925	0	0	8424	11684	0	1476	1848	1701	0	0	0	0	473	77	0	0	0	0	0	0	0	0	0	521	0	113	0	17	0	475	0	161	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	Mittelems	NI	206314	170834	1737	1158	169097	169676	96320	88906	59239	56347	4774	13317	0	0	7647	7933	0	760	0	854	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	346	0	132	0	19	0	432	1117	471	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	Cloppenburg - Vechta	NI	179835	145528	2244	1306	143284	144222	97007	92057	38782	32903	5158	10607	0	0	0	6249	0	523	942	837	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	245	1395	228	0	13	0	323	0	127	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	Diepholz	NI	155958	123940	1268	927	122672	123013	54384	47287	49425	48709	7170	13965	0	0	9592	8935	0	1176	1698	1507	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	377	0	138	0	11	0	406	403	270	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	Verden - Osterholz	NI	177219	145756	1617	1091	144139	144665	57559	52901	68622	60860	4467	11950	0	0	11358	13694	1354	1739	0	1625	0	0	0	0	292	49	0	0	0	0	0	0	0	0	0	545	0	188	0	12	0	615	487	197	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30	Soltau-Fallingbostel - Rotenburg II	NI	154116	123934	1157	1019	122777	122915	60873	55994	47511	44819	3636	9129	0	0	7312	8390	0	1039	1928	1812	0	0	0	0	129	39	0	0	0	0	0	0	0	0	0	446	478	194	0	9	0	408	510	325	400	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	Lüneburg - Lüchow-Dannenberg	NI	159324	128369	1261	889	127108	127480	56627	52823	52445	47081	4437	9790	0	0	10104	12483	1669	2063	1826	1739	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	499	0	165	0	14	0	508	0	115	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	Osnabrück-Land	NI	176722	147066	1642	1078	145424	145988	73927	66745	57511	54240	4216	12479	0	0	8746	9042	0	848	0	1189	0	0	0	0	301	34	0	0	0	0	0	0	0	0	0	406	723	322	0	21	0	395	0	108	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	Stadt Osnabrück	NI	193357	160629	1578	1113	159051	159516	74446	67904	66783	61193	5212	12584	0	0	10855	13304	0	1656	0	1220	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1128	731	0	207	0	22	0	417	0	161	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627
34	Nienburg - Schaumburg	NI	217353	175531	1871	1532	173660	173999	76131	70435	81809	75323	4636	11823	0	0	8064	10647	0	1210	2778	2656	0	0	0	0	0	45	0	0	0	0	242	0	0	0	0	600	0	176	0	17	0	590	0	147	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	Harburg	NI	164634	139789	1187	802	138602	138987	66807	60844	50865	46887	6177	13461	0	0	11645	12343	0	1418	2261	2128	0	0	0	0	381	81	0	0	0	0	0	0	0	0	0	653	0	193	0	19	0	519	466	202	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36	Stadt Hannover I	NI	191197	155021	1435	1363	153586	153658	61061	55298	68084	62796	5255	12558	0	0	12322	15499	1663	2410	2675	2545	0	0	0	0	103	44	0	0	0	0	0	0	0	0	1577	1241	537	295	0	20	0	477	309	225	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
37	Stadt Hannover II	NI	197610	160797	1348	1308	159449	159489	62842	55435	71929	62685	4621	13053	0	0	13042	20030	2314	3537	2266	2236	0	0	0	0	196	60	0	0	0	0	0	0	0	0	1384	1112	503	300	0	65	0	469	352	273	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	Hannover-Land I	NI	237315	198275	1837	1560	196438	196715	91270	81186	85602	78287	5318	17099	0	0	8713	12563	1161	1710	3185	3220	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	942	651	314	0	19	0	716	538	273	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	Celle - Uelzen	NI	211579	172007	1614	1342	170393	170665	84304	78796	69270	61365	4773	13684	0	0	7646	10318	0	1325	2879	2911	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1010	765	0	216	0	12	0	540	511	286	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	Gifhorn - Peine	NI	213701	177763	1740	1604	176023	176159	80486	74067	77903	74183	4751	11590	0	0	8645	10260	0	1237	2531	2526	0	0	0	0	0	14	0	0	0	0	0	0	0	0	950	693	0	187	0	16	0	615	0	129	757	642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
